,index,metric,country,value
3870,4016,transportation_fuel_perc,Ecuador,44.41880588
3871,4017,transportation_fuel_perc,Egypt,25.59680245
3872,4018,transportation_fuel_perc,El Salvador,51.74708819
3873,4019,transportation_fuel_perc,Equatorial Guinea,
3874,4020,transportation_fuel_perc,Eritrea,29.41176471
3875,4021,transportation_fuel_perc,Estonia,12.64822134
3876,4022,transportation_fuel_perc,Ethiopia,43.66812227
3877,4023,transportation_fuel_perc,Faroe Islands,
3878,4024,transportation_fuel_perc,Fiji,
3879,4025,transportation_fuel_perc,Finland,22.6836471
3880,4026,transportation_fuel_perc,France,39.55226284
3881,4027,transportation_fuel_perc,French Polynesia,
3882,4028,transportation_fuel_perc,Gabon,20.24291498
3883,4029,transportation_fuel_perc,Gambia,
3884,4030,transportation_fuel_perc,Georgia,38.82352941
3885,4031,transportation_fuel_perc,Germany,20.50833322
3886,4032,transportation_fuel_perc,Ghana,52.77264325
3887,4033,transportation_fuel_perc,Greece,23.90166728
3888,4034,transportation_fuel_perc,Greenland,
3889,4035,transportation_fuel_perc,Grenada,
3890,4036,transportation_fuel_perc,Guam,
3891,4037,transportation_fuel_perc,Guatemala,52.48091603
3892,4038,transportation_fuel_perc,Guinea,
3893,4039,transportation_fuel_perc,Guinea-Bissau,
3894,4040,transportation_fuel_perc,Guyana,
3895,4041,transportation_fuel_perc,Haiti,51.40186916
3896,4042,transportation_fuel_perc,Honduras,37.82816229
3897,4043,transportation_fuel_perc,Hong Kong,14.04469763
3898,4044,transportation_fuel_perc,Hungary,24.67815841
3899,4045,transportation_fuel_perc,Iceland,43.85026738
3900,4046,transportation_fuel_perc,India,12.43260177
3901,4047,transportation_fuel_perc,Indonesia,29.6931824
3902,4048,transportation_fuel_perc,Iran,23.23845444
3903,4049,transportation_fuel_perc,Iraq,29.56053812
3904,4050,transportation_fuel_perc,Ireland,30.12492902
3905,4051,transportation_fuel_perc,Isle of Man,
3906,4052,transportation_fuel_perc,Israel,18.68148148
3907,4053,transportation_fuel_perc,Italy,28.40778923
3908,4054,transportation_fuel_perc,Jamaica,25.17099863
3909,4055,transportation_fuel_perc,Japan,18.71482057
3910,4056,transportation_fuel_perc,Jordan,26.74360261
3911,4057,transportation_fuel_perc,Kazakhstan,5.732294195
3912,4058,transportation_fuel_perc,Kenya,40.24713151
3913,4059,transportation_fuel_perc,Kiribati,
3914,4060,transportation_fuel_perc,Dem. Rep. Korea,2.885658494
3915,4061,transportation_fuel_perc,Korea,14.8371574
3916,4062,transportation_fuel_perc,Kosovo,11.60092807
3917,4063,transportation_fuel_perc,Kuwait,14.32253314
3918,4064,transportation_fuel_perc,Kyrgyzstan,38.41886269
3919,4065,transportation_fuel_perc,Lao PDR,
3920,4066,transportation_fuel_perc,Latvia,38.41961853
3921,4067,transportation_fuel_perc,Lebanon,27.40540541
3922,4068,transportation_fuel_perc,Lesotho,
3923,4069,transportation_fuel_perc,Liberia,
3924,4070,transportation_fuel_perc,Libya,39.69042056
3925,4071,transportation_fuel_perc,Liechtenstein,
3926,4072,transportation_fuel_perc,Lithuania,37.44493392
3927,4073,transportation_fuel_perc,Luxembourg,66.03235014
3928,4074,transportation_fuel_perc,Macao,
3929,4075,transportation_fuel_perc,Macedonia,15.01597444
3930,4076,transportation_fuel_perc,Madagascar,
3931,4077,transportation_fuel_perc,Malawi,
3932,4078,transportation_fuel_perc,Malaysia,22.68730585
3933,4079,transportation_fuel_perc,Maldives,
3934,4080,transportation_fuel_perc,Mali,
3935,4081,transportation_fuel_perc,Malta,20.9486166
3936,4082,transportation_fuel_perc,Marshall Islands,
3937,4083,transportation_fuel_perc,Mauritania,
3938,4084,transportation_fuel_perc,Mauritius,25.54945055
3939,4085,transportation_fuel_perc,Mexico,35.85905758
3940,4086,transportation_fuel_perc,Micronesia,
3941,4087,transportation_fuel_perc,Moldova,19.05370844
3942,4088,transportation_fuel_perc,Monaco,
3943,4089,transportation_fuel_perc,Mongolia,11.03271328
3944,4090,transportation_fuel_perc,Montenegro,25.59055118
3945,4091,transportation_fuel_perc,Morocco,28.73952932
3946,4092,transportation_fuel_perc,Mozambique,69.14893617
3947,4093,transportation_fuel_perc,Myanmar,29.13580247
3948,4094,transportation_fuel_perc,Namibia,57.37179487
3949,4095,transportation_fuel_perc,Nepal,44.54545455
3950,4096,transportation_fuel_perc,Netherlands,21.44268145
3951,4097,transportation_fuel_perc,New Caledonia,
3952,4098,transportation_fuel_perc,New Zealand,45.98786244
3953,4099,transportation_fuel_perc,Nicaragua,37.36017897
3954,4100,transportation_fuel_perc,Niger,55.79710145
3955,4101,transportation_fuel_perc,Nigeria,40.75415775
3956,4102,transportation_fuel_perc,Northern Mariana Islands,
3957,4103,transportation_fuel_perc,Norway,37.70672547
3958,4104,transportation_fuel_perc,Oman,18.09646539
3959,4105,transportation_fuel_perc,Pakistan,27.53732469
3960,4106,transportation_fuel_perc,Palau,
3961,4107,transportation_fuel_perc,Panama,38.11518325
3962,4108,transportation_fuel_perc,Papua New Guinea,
3963,4109,transportation_fuel_perc,Paraguay,93.01848049
3964,4110,transportation_fuel_perc,Peru,38.46675712
3965,4111,transportation_fuel_perc,Philippines,30.25469514
3966,4112,transportation_fuel_perc,Poland,15.7225243
3967,4113,transportation_fuel_perc,Portugal,36.54336735
3968,4114,transportation_fuel_perc,Puerto Rico,
3969,4115,transportation_fuel_perc,Qatar,16.1192602
3970,4116,transportation_fuel_perc,Romania,17.35475896
3971,4117,transportation_fuel_perc,Russia,15.5597108
3972,4118,transportation_fuel_perc,Rwanda,
3973,4119,transportation_fuel_perc,Samoa,
3974,4120,transportation_fuel_perc,San Marino,
3975,4121,transportation_fuel_perc,Sao Tome and Principe,
3976,4122,transportation_fuel_perc,Saudi Arabia,25.37048969
3977,4123,transportation_fuel_perc,Senegal,37.99654577
3978,4124,transportation_fuel_perc,Serbia,11.52847153
3979,4125,transportation_fuel_perc,Seychelles,
3980,4126,transportation_fuel_perc,Sierra Leone,
3981,4127,transportation_fuel_perc,Singapore,16.1739503
3982,4129,transportation_fuel_perc,Slovakia,21.67427702
3983,4130,transportation_fuel_perc,Slovenia,36.0985094
3984,4131,transportation_fuel_perc,Solomon Islands,
3985,4132,transportation_fuel_perc,Somalia,
3986,4133,transportation_fuel_perc,South Africa,12.79102171
3987,4134,transportation_fuel_perc,South Sudan,
3988,4135,transportation_fuel_perc,Spain,34.69033233
3989,4136,transportation_fuel_perc,Sri Lanka,50.30674847
3990,4137,transportation_fuel_perc,St. Kitts and Nevis,
3991,4138,transportation_fuel_perc,Saint Lucia,
3992,4141,transportation_fuel_perc,Sudan,62.43763364
3993,4142,transportation_fuel_perc,Suriname,
3994,4143,transportation_fuel_perc,Swaziland,
3995,4144,transportation_fuel_perc,Sweden,49.64639321
3996,4145,transportation_fuel_perc,Switzerland,43.48271447
3997,4146,transportation_fuel_perc,Syria,22.54845519
3998,4147,transportation_fuel_perc,Tajikistan,11.98347107
3999,4148,transportation_fuel_perc,Tanzania,53.96600567
4000,4149,transportation_fuel_perc,Thailand,27.13499865
4001,4150,transportation_fuel_perc,Timor-Leste,
4002,4151,transportation_fuel_perc,Togo,78.30687831
4003,4152,transportation_fuel_perc,Tonga,
4004,4153,transportation_fuel_perc,Trinidad and Tobago,14.34352518
4005,4154,transportation_fuel_perc,Tunisia,28.77697842
4006,4155,transportation_fuel_perc,Turkey,15.44295797
4007,4156,transportation_fuel_perc,Turkmenistan,11.58605174
4008,4157,transportation_fuel_perc,Turks and Caicos Islands,
4009,4159,transportation_fuel_perc,Uganda,
4010,4160,transportation_fuel_perc,Ukraine,12.05539254
4011,4161,transportation_fuel_perc,United Arab Emirates,17.46251732
4012,4162,transportation_fuel_perc,United Kingdom,26.38068972
4013,4163,transportation_fuel_perc,United States,31.69759189
4014,4164,transportation_fuel_perc,Uruguay,44.87534626
4015,4165,transportation_fuel_perc,Uzbekistan,7.527186761
4016,4166,transportation_fuel_perc,Vanuatu,
4017,4167,transportation_fuel_perc,Venezuela,28.51949769
4018,4168,transportation_fuel_perc,Vietnam,23.8520509
4019,4170,transportation_fuel_perc,Palestine,
4020,4171,transportation_fuel_perc,Yemen,34.65140479
4021,4172,transportation_fuel_perc,Zambia,37.18592965
4022,4173,transportation_fuel_perc,Zimbabwe,19.63028169
4023,4174,transportation_fuel_perc,World,19.92752575
4024,4175,transportation_fuel_perc,Low income,26.0815949
4025,4176,transportation_fuel_perc,Lower middle income,18.92400067
4026,4177,transportation_fuel_perc,Middle income,14.66819873
4027,4179,transportation_fuel_perc,High income,26.88110608
4028,4180,total_methane,Afghanistan,13628.233
4029,4181,total_methane,Albania,2618.2937
4030,4182,total_methane,Algeria,48051.255
4031,4183,total_methane,American Samoa,12.98658
4032,4184,total_methane,Andorra,
4033,4185,total_methane,Angola,18788.424
4034,4186,total_methane,Antigua and Barbuda,42.849149
4035,4187,total_methane,Argentina,87609.016
4036,4188,total_methane,Armenia,3377.204507
4037,4189,total_methane,Aruba,22.968107
4038,4190,total_methane,Australia,124100.3418
4039,4191,total_methane,Austria,8137.708272
4040,4192,total_methane,Azerbaijan,19177.90777
4041,4193,total_methane,Bahamas,224.40281
4042,4194,total_methane,Bahrain,3345.4028
4043,4195,total_methane,Bangladesh,104110.8
4044,4196,total_methane,Barbados,108.31543
4045,4197,total_methane,Belarus,16528.60066
4046,4198,total_methane,Belgium,9414.724963
4047,4199,total_methane,Belize,226.25111
4048,4200,total_methane,Benin,6914.0863
4049,4201,total_methane,Bermuda,30.656429
4050,4202,total_methane,Bhutan,1752.3298
4051,4203,total_methane,Bolivia,23003.659
4052,4204,total_methane,Bosnia and Herzegovina,3109.386
4053,4205,total_methane,Botswana,4404.5595
4054,4206,total_methane,Brazil,469456.4973
4055,4207,total_methane,Brunei,4494.8636
4056,4208,total_methane,Bulgaria,11881.80074
4057,4209,total_methane,Burkina Faso,14810.539
4058,4210,total_methane,Burundi,2692.2055
4059,4211,total_methane,Cambodia,35562.807
4060,4212,total_methane,Cameroon,18334.833
4061,4213,total_methane,Canada,105687.6622
4062,4214,total_methane,Cape Verde,150.00116
4063,4215,total_methane,Cayman Islands,28.441196
4064,4216,total_methane,Central African Republic,84836.869
4065,4217,total_methane,Chad,18183.838
4066,4219,total_methane,Chile,18200.301
4067,4220,total_methane,China,1697274.47
4068,4221,total_methane,Colombia,67312.46
4069,4222,total_methane,Comoros,281.01331
4070,4223,total_methane,Dem. Rep. Congo,74597.489
4071,4224,total_methane,"Congo, Rep.",7086.0287
4072,4225,total_methane,Costa Rica,2291.8213
4073,4226,total_methane,Cote d'Ivoire,16106.167
4074,4227,total_methane,Croatia,4819.365102
4075,4228,total_methane,Cuba,8476.0008
4076,4230,total_methane,Cyprus,631.4062116
4077,4231,total_methane,Czech Republic,11838.24326
4078,4232,total_methane,Denmark,7633.268462
4079,4233,total_methane,Djibouti,627.8261
4080,4234,total_methane,Dominica,40.217897
4081,4235,total_methane,Dominican Republic,6793.6943
4082,4236,total_methane,Ecuador,15631.568
4083,4237,total_methane,Egypt,51467.176
4084,4238,total_methane,El Salvador,3002.3967
4085,4239,total_methane,Equatorial Guinea,2930.4746
4086,4240,total_methane,Eritrea,2865.37
4087,4241,total_methane,Estonia,2232.612613
4088,4242,total_methane,Ethiopia,63848.867
4089,4243,total_methane,Faroe Islands,38.32041
4090,4244,total_methane,Fiji,707.60095
4091,4245,total_methane,Finland,8548.189613
4092,4246,total_methane,France,82447.18675
4093,4247,total_methane,French Polynesia,98.085342
4094,4248,total_methane,Gabon,3855.7558
4095,4249,total_methane,Gambia,1029.089
4096,4250,total_methane,Georgia,4940.892046
4097,4251,total_methane,Germany,57212.63424
4098,4252,total_methane,Ghana,20871.145
4099,4253,total_methane,Greece,8343.290061
4100,4254,total_methane,Greenland,28.401705
4101,4255,total_methane,Grenada,36.317681
4102,4256,total_methane,Guam,70.787365
4103,4257,total_methane,Guatemala,6809.9452
4104,4258,total_methane,Guinea,28372.819
4105,4259,total_methane,Guinea-Bissau,1406.7482
4106,4260,total_methane,Guyana,2103.1836
4107,4261,total_methane,Haiti,4542.2427
4108,4262,total_methane,Honduras,5786.9465
4109,4263,total_methane,Hong Kong,3116.5469
4110,4264,total_methane,Hungary,7248.695521
4111,4265,total_methane,Iceland,371.1057605
4112,4266,total_methane,India,628938.0636
4113,4267,total_methane,Indonesia,221126.37
4114,4268,total_methane,Iran,118300.2521
4115,4269,total_methane,Iraq,24112.437
4116,4270,total_methane,Ireland,14282.12266
4117,4271,total_methane,Isle of Man,
4118,4272,total_methane,Israel,3382.1567
4119,4273,total_methane,Italy,36328.09438
4120,4274,total_methane,Jamaica,1303.5464
4121,4275,total_methane,Japan,39673.65633
4122,4276,total_methane,Jordan,2094.0431
4123,4277,total_methane,Kazakhstan,69446.28823
4124,4278,total_methane,Kenya,27751.972
4125,4279,total_methane,Kiribati,16.147274
4126,4280,total_methane,Dem. Rep. Korea,18797.312
4127,4281,total_methane,Korea,32304.85
4128,4282,total_methane,Kosovo,
4129,4283,total_methane,Kuwait,12566.218
4130,4284,total_methane,Kyrgyzstan,4129.718849
4131,4285,total_methane,Lao PDR,14864.17
4132,4286,total_methane,Latvia,3220.435865
4133,4287,total_methane,Lebanon,1138.4922
4134,4288,total_methane,Lesotho,1274.0645
4135,4289,total_methane,Liberia,1570.1359
4136,4290,total_methane,Libya,18313.623
4137,4291,total_methane,Liechtenstein,
4138,4292,total_methane,Lithuania,4942.793157
4139,4293,total_methane,Luxembourg,1224.605793
4140,4294,total_methane,Macao,149.09923
4141,4295,total_methane,Macedonia,1382.0133
4142,4296,total_methane,Madagascar,19872.962
4143,4297,total_methane,Malawi,4583.9153
4144,4298,total_methane,Malaysia,33934.687
4145,4299,total_methane,Maldives,51.795325
4146,4300,total_methane,Mali,17864.678
4147,4301,total_methane,Malta,187.3080377
4148,4302,total_methane,Marshall Islands,7.7821813
4149,4303,total_methane,Mauritania,6021.9634
4150,4304,total_methane,Mauritius,308.30957
4151,4305,total_methane,Mexico,116298.9567
4152,4306,total_methane,Micronesia,30.072043
4153,4307,total_methane,Moldova,3435.50013
4154,4308,total_methane,Monaco,
4155,4309,total_methane,Mongolia,6195.7642
4156,4310,total_methane,Montenegro,
4157,4311,total_methane,Morocco,11894.669
4158,4312,total_methane,Mozambique,9870.0432
4159,4313,total_methane,Myanmar,79845.954
4160,4314,total_methane,Namibia,5047.5154
4161,4315,total_methane,Nepal,23747.12
4162,4316,total_methane,Netherlands,19593.1422
4163,4317,total_methane,New Caledonia,212.62116
4164,4318,total_methane,New Zealand,28307.4775
4165,4319,total_methane,Nicaragua,6428.2258
4166,4320,total_methane,Niger,6790.4825
4167,4321,total_methane,Nigeria,88901.715
4168,4322,total_methane,Northern Mariana Islands,12.242311
4169,4323,total_methane,Norway,16914.35758
4170,4324,total_methane,Oman,16692.371
4171,4325,total_methane,Pakistan,156784.32
4172,4326,total_methane,Palau,1.3473501
4173,4327,total_methane,Panama,3344.6655
4174,4328,total_methane,Papua New Guinea,2121.8585
4175,4329,total_methane,Paraguay,16086.472
4176,4330,total_methane,Peru,19132.026
4177,4331,total_methane,Philippines,56609.288
4178,4332,total_methane,Poland,65195.43074
4179,4333,total_methane,Portugal,12881.13364
4180,4334,total_methane,Puerto Rico,2382.388
4181,4335,total_methane,Qatar,40720.877
4182,4336,total_methane,Romania,25976.24195
4183,4337,total_methane,Russia,539682.7905
4184,4338,total_methane,Rwanda,2912.7592
4185,4339,total_methane,Samoa,131.57472
4186,4340,total_methane,San Marino,
4187,4341,total_methane,Sao Tome and Principe,45.740173
4188,4342,total_methane,Saudi Arabia,61606.77737
4189,4343,total_methane,Senegal,9830.3199
4190,4344,total_methane,Serbia,
4191,4345,total_methane,Seychelles,23.909124
4192,4346,total_methane,Sierra Leone,3319.1731
4193,4347,total_methane,Singapore,2362.4102
4194,4349,total_methane,Slovakia,4066.244032
4195,4350,total_methane,Slovenia,2855.430779
4196,4351,total_methane,Solomon Islands,1434.9474
4197,4352,total_methane,Somalia,16046.981
4198,4353,total_methane,South Africa,64233.62421
4199,4354,total_methane,South Sudan,
4200,4355,total_methane,Spain,37064.10279
4201,4356,total_methane,Sri Lanka,11747.209
4202,4357,total_methane,St. Kitts and Nevis,29.761468
4203,4358,total_methane,Saint Lucia,43.287691
4204,4361,total_methane,Sudan,95585.087
4205,4362,total_methane,Suriname,702.43278
4206,4363,total_methane,Swaziland,1363.5202
4207,4364,total_methane,Sweden,10392.75608
4208,4365,total_methane,Switzerland,4902.809877
4209,4366,total_methane,Syria,12657.522
4210,4367,total_methane,Tajikistan,5175.172305
4211,4368,total_methane,Tanzania,27719.45
4212,4369,total_methane,Thailand,105455.11
4213,4370,total_methane,Timor-Leste,724.89518
4214,4371,total_methane,Togo,5290.2891
4215,4372,total_methane,Tonga,60.846743
4216,4373,total_methane,Trinidad and Tobago,14643.586
4217,4374,total_methane,Tunisia,7572.2124
4218,4375,total_methane,Turkey,78079.868
4219,4376,total_methane,Turkmenistan,24277.22975
4220,4377,total_methane,Turks and Caicos Islands,6.0654439
4221,4379,total_methane,Uganda,20953.359
4222,4380,total_methane,Ukraine,68224.24326
4223,4381,total_methane,United Arab Emirates,25863.474
4224,4382,total_methane,United Kingdom,59856.64561
4225,4383,total_methane,United States,514948.8225
4226,4384,total_methane,Uruguay,19356.953
4227,4385,total_methane,Uzbekistan,47097.53673
4228,4386,total_methane,Vanuatu,251.66776
4229,4387,total_methane,Venezuela,57628.277
4230,4388,total_methane,Vietnam,112450.37
4231,4390,total_methane,Palestine,
4232,4391,total_methane,Yemen,8852.2763
4233,4392,total_methane,Zambia,6487.1492
4234,4393,total_methane,Zimbabwe,8504.705
4235,4394,total_methane,World,7917365.536
4236,4395,total_methane,Low income,515683.0942
4237,4396,total_methane,Lower middle income,1994281.072
4238,4397,total_methane,Middle income,5727357.412
4239,4399,total_methane,High income,1586716.014
4452,4620,total_no2,Afghanistan,3390.12156
4453,4621,total_no2,Albania,1134.809033
4454,4622,total_no2,Algeria,6319.45385
4455,4623,total_no2,American Samoa,23.4558865
4456,4624,total_no2,Andorra,0.01569282
4457,4625,total_no2,Angola,3605.56567
4458,4626,total_no2,Antigua and Barbuda,25.6078228
4459,4627,total_no2,Argentina,52580.7616
4460,4628,total_no2,Armenia,1004.321761
4461,4629,total_no2,Aruba,6.42515641
4462,4630,total_no2,Australia,52854.66786
4463,4631,total_no2,Austria,3775.370318
4464,4632,total_no2,Azerbaijan,2659.574919
4465,4633,total_no2,Bahamas,129.6437515
4466,4634,total_no2,Bahrain,129.9703148
4467,4635,total_no2,Bangladesh,26421.22529
4468,4636,total_no2,Barbados,58.1035325
4469,4637,total_no2,Belarus,13689.23159
4470,4638,total_no2,Belgium,8781.708415
4471,4639,total_no2,Belize,198.2527283
4472,4640,total_no2,Benin,4818.89079
4473,4641,total_no2,Bermuda,20.65351626
4474,4642,total_no2,Bhutan,549.58443
4475,4643,total_no2,Bolivia,9637.18669
4476,4644,total_no2,Bosnia and Herzegovina,1112.722959
4477,4645,total_no2,Botswana,2206.713145
4478,4646,total_no2,Brazil,211102.471
4479,4647,total_no2,Brunei,339.015287
4480,4648,total_no2,Bulgaria,4562.367822
4481,4649,total_no2,Burkina Faso,7294.25939
4482,4650,total_no2,Burundi,781.744949
4483,4651,total_no2,Cambodia,16521.78604
4484,4652,total_no2,Cameroon,13764.00124
4485,4653,total_no2,Canada,33277.96862
4486,4654,total_no2,Cape Verde,80.6868093
4487,4655,total_no2,Cayman Islands,13.73103181
4488,4656,total_no2,Central African Republic,99664.7396
4489,4657,total_no2,Chad,14717.14026
4490,4659,total_no2,Chile,8861.45013
4491,4660,total_no2,China,568731.4328
4492,4661,total_no2,Colombia,25390.75057
4493,4662,total_no2,Comoros,58.8296114
4494,4663,total_no2,Dem. Rep. Congo,67298.3402
4495,4664,total_no2,"Congo, Rep.",2928.36168
4496,4665,total_no2,Costa Rica,1550.383532
4497,4666,total_no2,Cote d'Ivoire,9935.66492
4498,4667,total_no2,Croatia,2898.846229
4499,4668,total_no2,Cuba,5854.06201
4500,4670,total_no2,Cyprus,315.016459
4501,4671,total_no2,Czech Republic,7302.974114
4502,4672,total_no2,Denmark,5374.498026
4503,4673,total_no2,Djibouti,254.4360185
4504,4674,total_no2,Dominica,21.03496599
4505,4675,total_no2,Dominican Republic,2168.931368
4506,4676,total_no2,Ecuador,5381.34363
4507,4677,total_no2,Egypt,24863.99113
4508,4678,total_no2,El Salvador,1399.907672
4509,4679,total_no2,Equatorial Guinea,36.5206102
4510,4680,total_no2,Eritrea,1246.911357
4511,4681,total_no2,Estonia,931.3434428
4512,4682,total_no2,Ethiopia,39462.8109
4513,4683,total_no2,Faroe Islands,6.6615156
4514,4684,total_no2,Fiji,340.474333
4515,4685,total_no2,Finland,5682.956944
4516,4686,total_no2,France,37770.17682
4517,4687,total_no2,French Polynesia,37.0444265
4518,4688,total_no2,Gabon,829.633594
4519,4689,total_no2,Gambia,494.91717
4520,4690,total_no2,Georgia,2309.853833
4521,4691,total_no2,Germany,42929.77988
4522,4692,total_no2,Ghana,17420.91531
4523,4693,total_no2,Greece,4878.62936
4524,4694,total_no2,Greenland,229.2280244
4525,4695,total_no2,Grenada,26.16717595
4526,4696,total_no2,Guam,1.659276581
4527,4697,total_no2,Guatemala,4560.70853
4528,4698,total_no2,Guinea,21046.08104
4529,4699,total_no2,Guinea-Bissau,979.921594
4530,4700,total_no2,Guyana,2102.071994
4531,4701,total_no2,Haiti,1480.68121
4532,4702,total_no2,Honduras,3174.89662
4533,4703,total_no2,Hong Kong,471.785342
4534,4704,total_no2,Hungary,4286.236229
4535,4705,total_no2,Iceland,367.2261059
4536,4706,total_no2,India,236945.5004
4537,4707,total_no2,Indonesia,92225.7967
4538,4708,total_no2,Iran,24568.67192
4539,4709,total_no2,Iraq,4957.96981
4540,4710,total_no2,Ireland,7421.566414
4541,4711,total_no2,Isle of Man,
4542,4712,total_no2,Israel,1733.371696
4543,4713,total_no2,Italy,19857.80684
4544,4714,total_no2,Jamaica,649.688762
4545,4715,total_no2,Japan,25599.34027
4546,4716,total_no2,Jordan,598.609628
4547,4717,total_no2,Kazakhstan,17637.88046
4548,4718,total_no2,Kenya,11476.71181
4549,4719,total_no2,Kiribati,3.926274
4550,4720,total_no2,Dem. Rep. Korea,3273.64836
4551,4721,total_no2,Korea,14832.4863
4552,4722,total_no2,Kosovo,
4553,4723,total_no2,Kuwait,697.389547
4554,4724,total_no2,Kyrgyzstan,1516.038108
4555,4725,total_no2,Lao PDR,8898.80296
4556,4726,total_no2,Latvia,1410.044147
4557,4727,total_no2,Lebanon,457.961977
4558,4728,total_no2,Lesotho,423.74954
4559,4729,total_no2,Liberia,333.551692
4560,4730,total_no2,Libya,1451.287382
4561,4731,total_no2,Liechtenstein,
4562,4732,total_no2,Lithuania,4667.796516
4563,4733,total_no2,Luxembourg,474.4214551
4564,4734,total_no2,Macao,11.5374219
4565,4735,total_no2,Macedonia,520.682169
4566,4736,total_no2,Madagascar,8118.11942
4567,4737,total_no2,Malawi,3095.970372
4568,4738,total_no2,Malaysia,15160.14545
4569,4739,total_no2,Maldives,26.88470722
4570,4740,total_no2,Mali,10785.32439
4571,4741,total_no2,Malta,61.05540244
4572,4742,total_no2,Marshall Islands,0.096237234
4573,4743,total_no2,Mauritania,2324.679832
4574,4744,total_no2,Mauritius,168.6798071
4575,4745,total_no2,Mexico,43285.30016
4576,4746,total_no2,Micronesia,10.95909489
4577,4747,total_no2,Moldova,662.1264724
4578,4748,total_no2,Monaco,
4579,4749,total_no2,Mongolia,3513.07593
4580,4750,total_no2,Montenegro,
4581,4751,total_no2,Morocco,5948.39904
4582,4752,total_no2,Mozambique,2239.13465
4583,4753,total_no2,Myanmar,26520.13358
4584,4754,total_no2,Namibia,3012.385196
4585,4755,total_no2,Nepal,4553.16282
4586,4756,total_no2,Netherlands,9064.328337
4587,4757,total_no2,New Caledonia,97.2848665
4588,4758,total_no2,New Zealand,11600.12253
4589,4759,total_no2,Nicaragua,3456.74924
4590,4760,total_no2,Niger,2173.825121
4591,4761,total_no2,Nigeria,35829.9116
4592,4762,total_no2,Northern Mariana Islands,0.123837625
4593,4763,total_no2,Norway,3302.133647
4594,4764,total_no2,Oman,1135.037596
4595,4765,total_no2,Pakistan,30350.72422
4596,4766,total_no2,Palau,0.027790506
4597,4767,total_no2,Panama,1394.14037
4598,4768,total_no2,Papua New Guinea,1221.982335
4599,4769,total_no2,Paraguay,9271.67375
4600,4770,total_no2,Peru,8395.30685
4601,4771,total_no2,Philippines,12636.90386
4602,4772,total_no2,Poland,26778.6584
4603,4773,total_no2,Portugal,4207.701286
4604,4774,total_no2,Puerto Rico,218.268272
4605,4775,total_no2,Qatar,335.680772
4606,4776,total_no2,Romania,8305.753599
4607,4777,total_no2,Russia,64461.12488
4608,4778,total_no2,Rwanda,1687.186315
4609,4779,total_no2,Samoa,39.8908186
4610,4780,total_no2,San Marino,
4611,4781,total_no2,Sao Tome and Principe,9.60074185
4612,4782,total_no2,Saudi Arabia,6383.111405
4613,4783,total_no2,Senegal,6497.35727
4614,4784,total_no2,Serbia,
4615,4785,total_no2,Seychelles,22.38232922
4616,4786,total_no2,Sierra Leone,1589.023203
4617,4787,total_no2,Singapore,1889.849683
4618,4789,total_no2,Slovakia,3039.205953
4619,4790,total_no2,Slovenia,1167.02569
4620,4791,total_no2,Solomon Islands,2629.974249
4621,4792,total_no2,Somalia,4874.967
4622,4793,total_no2,South Africa,21509.39284
4623,4794,total_no2,South Sudan,
4624,4795,total_no2,Spain,21711.8745
4625,4796,total_no2,Sri Lanka,2152.941351
4626,4797,total_no2,St. Kitts and Nevis,14.48425648
4627,4798,total_no2,Saint Lucia,34.56624
4628,4801,total_no2,Sudan,84126.2128
4629,4802,total_no2,Suriname,270.5888475
4630,4803,total_no2,Swaziland,563.501725
4631,4804,total_no2,Sweden,5351.019274
4632,4805,total_no2,Switzerland,2404.8915
4633,4806,total_no2,Syria,5941.94918
4634,4807,total_no2,Tajikistan,1782.857846
4635,4808,total_no2,Tanzania,13076.9346
4636,4809,total_no2,Thailand,30530.66279
4637,4810,total_no2,Timor-Leste,223.3301597
4638,4811,total_no2,Togo,3018.763043
4639,4812,total_no2,Tonga,21.9411087
4640,4813,total_no2,Trinidad and Tobago,278.6317603
4641,4814,total_no2,Tunisia,2933.562271
4642,4815,total_no2,Turkey,35262.5744
4643,4816,total_no2,Turkmenistan,4939.533468
4644,4817,total_no2,Turks and Caicos Islands,0.658753007
4645,4819,total_no2,Uganda,14785.33344
4646,4820,total_no2,Ukraine,21613.11385
4647,4821,total_no2,United Arab Emirates,2389.32872
4648,4822,total_no2,United Kingdom,25878.43391
4649,4823,total_no2,United States,296743.5475
4650,4824,total_no2,Uruguay,8025.91147
4651,4825,total_no2,Uzbekistan,12578.90202
4652,4826,total_no2,Vanuatu,107.5974412
4653,4827,total_no2,Venezuela,15977.93134
4654,4828,total_no2,Vietnam,34156.079
4655,4830,total_no2,Palestine,
4656,4831,total_no2,Yemen,3635.96768
4657,4832,total_no2,Zambia,8312.21011
4658,4833,total_no2,Zimbabwe,4228.94777
4659,4834,total_no2,World,3096805.16
4660,4835,total_no2,Low income,347066.6391
4661,4836,total_no2,Lower middle income,787313.4775
4662,4837,total_no2,Middle income,1961539.77
4663,4839,total_no2,High income,735617.9895
4876,5060,total_other_gases,Afghanistan,349
4877,5061,total_other_gases,Albania,153.0386
4878,5062,total_other_gases,Algeria,1008.072
4879,5063,total_other_gases,American Samoa,-3.55E-15
4880,5064,total_other_gases,Andorra,
4881,5065,total_other_gases,Angola,547.081
4882,5066,total_other_gases,Antigua and Barbuda,9.81
4883,5067,total_other_gases,Argentina,38286.6
